,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type  ,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m
33,D,2021-03-17 18:42:03,2021-03-15,GPS,Breitbard Mark,"Pres, CEO, Gap Brand",S - Sale+OE,$31.19,"-6,948","60,841",-10%,"-$216,682",,,,
34,,2021-03-12 17:15:37,2021-03-10,GPS,Peters Sheila,"EVP, Chief People Officer",S - Sale,$30.00,"-4,000","3,957",-50%,"-$120,000",,,,
35,D,2021-03-10 16:46:23,2021-03-08,GPS,Peters Sheila,"EVP, Chief People Officer",S - Sale+OE,$28.35,"-4,500","7,957",-36%,"-$127,560",,,,
36,,2021-03-08 17:00:47,2021-03-05,GPS,Green Nancy,"Brand Pres, CEO",S - Sale,$27.00,"-3,333","62,693",-5%,"-$89,991",,,,
37,,2021-03-02 16:36:03,2021-03-01,GPS,Green Nancy,"Pres, CEO, Old Navy",S - Sale,$25.55,"-3,333","66,026",-5%,"-$85,158",,,,
38,,2021-02-23 18:25:43,2021-02-22,GPS,Green Nancy,"Pres, CEO, Old Navy",S - Sale,$25.00,"-3,334","69,359",-5%,"-$83,350",,,,
39,,2021-02-17 16:29:13,2021-02-16,GPS,Breitbard Mark,"Pres, CEO, Gap Brand",S - Sale,$23.29,"-6,948","45,535",-13%,"-$161,819",,,,
40,,2021-02-16 16:44:22,2021-02-11,GPS,Green Nancy,"Pres, CEO, Old Navy",S - Sale,$23.00,"-15,400","72,693",-17%,"-$354,200",,,,
41,,2021-02-02 18:40:55,2021-02-01,GPS,Curran Shawn,"EVP, COO",S - Sale,$20.26,"-7,562","36,187",-17%,"-$153,206",,,,
42,,2020-12-03 17:07:20,2020-12-01,GPS,Breitbard Mark,"Pres, CEO, Gap Brand",S - Sale,$21.57,"-20,615","52,483",-28%,"-$444,746",,,,
43,D,2020-11-10 18:08:59,2020-11-09,GPS,Gruber Julie,"Chief Legal, Compliance Office",S - Sale+OE,$25.00,"-6,000","2,435",-71%,"-$150,000",,,,
44,,2020-09-02 18:52:23,2020-08-31,GPS,Syngal Sonia,"CEO, Gap Inc.",S - Sale,$17.58,"-36,830","57,085",-39%,"-$647,449",,,,
45,,2020-08-27 18:29:12,2020-08-25,GPS,Gruber Julie,"Chief Legal, Compliance Office",S - Sale,$16.21,"-9,535","2,435",-80%,"-$154,562",,,,
46,,2020-08-13 17:33:09,2020-08-11,GPS,Gruber Julie,"Chief Legal, Compliance Office",S - Sale,$14.98,"-29,109","11,970",-71%,"-$436,040",,,,
47,,2020-06-11 18:21:08,2020-06-09,GPS,Strain John,"Chief Digital, Tech Officer",P - Purchase,$12.84,"+5,500","7,005",+365%,"+$70,605",,,,
48,D,2019-06-24 16:19:40,2019-06-21,GPS,Fiske McNeil S. Jr,"Pres, CEO, GAP",S - Sale+OE,$18.00,"-16,183",0,-100%,"-$291,294",,,,
